Codice          |Cod.commerciale   |Descrizione                             |Costruttore |Descrizione supplementare
HHBOX0_BX081    |013110680         |CASSA INOX EKO 456025                   |IRINOX      |450X600X250

HHBOX0_BX082    |971317303001      |CASSA INOX EKO 454521 FORATA            |IRINOX      |450X450X210 FORATA COME DA DISEGNO AROL

HHBOX0_BX083    |AP 20 20          |PULSANTIERA INOX 6 POSTI                |IRINOX      |

HHBOX0_BX084    |971317301002      |CASSETTA DERIVAZIONE INOX APD3030 FORATA|IRINOX      |300X300X150 FORATA COME DA DISEGNO AROL

HHBOX0_BX085    |013120805         |CASSA INOX EKV 607530 ANTA LEXAN        |IRINOX      |600X750X300

HHBOX0_BX086    |1589.510          |SCATOLA RAL7035 400X150X120             |RITTAL      |

HHBOX0_BX087    |971317301003      |CASSETTA DERIVAZIONE INOX APD3040 FORATA|IRINOX      |400X300X150 UL,FORATA COME DA DISEGNO AROL

HHBOX0_BX088    |013120665         |CASSA INOX EKV 454521 ANTA LEXAN        |IRINOX      |450X450X210

HHBOX0_BX089    |013110810         |CASSA INOX EKO 607540                   |IRINOX      |600X750X400

HHBOX0_BX090    |1054.500          |CASSETTA ACCIAIO VERNICIATO 600X600X250 |RITTAL      |SERIE AE

HHBOX0_BX091    |013110860         |CASSA INOX EKO 6012040                  |IRINOX      |600X1200X400

HHBOX0_BX092    |EKO 18 902 46     |BORCHIA DI CENTRAGGIO A304 PER CASS. EKO|IRINOX      |

HHBOX0_BX093    |EKO 505021 AISI316|CASSETTA INOX L=500 H=500 P=210         |IRINOX      |CODICE ORDINE 013110710

HHBOX0_BX094    |37.20.20.12       |SCATOLA INOX 304 200X200X121            |ROSE        |C.UL.US LISTED

HHBOX0_BX095    |37.40.30.16       |SCATOLA INOX 304 400X300X161            |ROSE        |C.UL.US LISTED

HHBOX0_BX096    |8000004217        |CUSTODIA IN ALLUMINIO CON MORSETTIERA   |WEIDMULLER  |MOD. KLIPPON K4 M20ZCSS EX

HHBOX0_BX097    |APD4030 FOR       |SCATOLA INOX 400X300X150 COPERCHIO FOR. |IRINOX      |CON COPERCHIO FORATO COME DA DISEGNO AROL 001425007500

HHBOX0_BX098    |97605701013       |CASSETTA DERIVAZIONE APD 553012 FORATA  |IRINOX      |550X300X120 COPERCHIO FORATO COME DA DISEGNO AROL

HHBOX0_BX099    |DKCR5CE0864       |CASSETTA L=600 H=800 P=400              |DKC         |CARPENTERIA IN ACCIAIO VERNICIATO  RAL 7035

HHBOX0_BX100    |013110870         |CASSA INOX EKO 705025                   |IRINOX      |700X500X250

HHBOX0_BX101    |EKO 60 90 30      |CASSETTA INOX L=600 H=900 P=300         |IRINOX      |

HHBOX0_BX102    |013120595         |CASSA INOX EKV 304521 ANTA LEXAN        |IRINOX      |300X450X210

HHBOX0_BX103    |772-0984          |TG2516-12 SCATOLA PLASTICA 252X162X120  |R.S.        |SPELSBERG 10091201 GRIGIA ABS

HHBOX0_BX104    |772-1149          |PIASTRA PLASTICA 220X152X2.5            |R.S.        |SPELSBERG 18601201 PER SCATOLA TG2516 HHBOX0_BX103

HHBOX0_BX105    |013073230         |PIASTRA INTERNA PER EKO 607525          |IRINOX      |REALIZZATA IN 25/10 FE ZN

HHBOX0_BX106    |DKCR5CE0649       |CASSETTA L=400 H=600 P=250              |DKC         |CARPENTERIA IN ACCIAIO VERNICIATO  RAL 7035

HHBOX0_BX107    |UU605025          |CASSA FIBERGLASS ULTRX                  |HOFFMAN     |600X500X250 UL, NEMA 4X

HHBOX0_BX108    |RHJ1008WLG        |CASSETTA DERIVAZIONE FIBERGLASS RHJ 1008|HOFFMAN     |250X200X153 UL, NEMA 4X

HHBOX0_BX109    |RHJ1412WLG        |CASSETTA DERIVAZIONE FIBERGLASS RHJ 1412|HOFFMAN     |350X305X187 UL, NEMA 4X

HHBOX0_BX110    |Q1PBPCDM          |PULSANTIERA POLYCARBONATO 1 POSTO       |HOFFMAN     |

HHBOX0_BX111    |Q4PBPCDM          |PULSANTIERA POLYCARBONATO 4 POSTI       |HOFFMAN     |

HHBOX0_BX112    |971317301005      |CASSETTA DERIVAZ. INOX APD 3030 FORATA  |IRINOX      |300X300X150

HHBOX0_BX113    |Q30245            |TETTO INCLINATO 30G PER CASSA APD99     |IRINOX      |

HHBOX0_BX114    |Q30246            |TETTO INCLINATO 30G PER CASSA APD3040   |IRINOX      |

HHBOX0_BX115    |DA VERIFICARE     |SCATOLA INOX 400X300X120 COPERCHIO FOR. |IRINOX      |CON COPERCHIO FORATO COME DA DISEGNO AROL 001425007300

HHBOX0_BX116    |ADH 40 40 15      |CASSETTA DERIVAZIONE INOX ADH 40 40 15  |IRINOX      |400X400X150 HYGIENIC DESIGN

HHBOX0_BX117    |999EKOAVV         |CASSA INOX EKO 503015 FORATA            |IRINOX      |500X300X150, ANTA CIECA AVVITATA, FORATURA DISEGNO AROL

HHBOX0_BX118    |CPN383821         |SCATOLA IN ACCIAIO INOX 380X380X210     |MPGAMMA     |

HHBOX0_BX119    |EKO 60 90 40      |CASSETTA ACCIAIO INOX 600X900X400       |IRINOX      |CODICE ORDINE 013110840
HHBOX0_EX001    |SC-16.1           |SCATOLA DI DERIVAZIONE EXD              |CORTEM      |MODELLO A, DIAM.ESTERNO 89 H=67

HHBOX1_BX001    |SL18646           |ARMADIO ELETTRICO L=1200 H=1800 P=400   |SAREL       |RAL7032 DOPPIA PORTA

HHBOX1_BX002    |SL69324           |ZOCCOLO PER ARMADIO L=1200 H=200 P=400  |SAREL       |PER QUARDI SERIE SL

HHBOX1_BX003    |SL18610           |ARMADIO ELETTRICO L=800 H=1600 P=300    |SAREL       |RAL7032 PORTA SINGOLA

HHBOX1_BX004    |SL69283           |ZOCCOLO PER ARMADIO L=800 H=200 P=300   |SAREL       |PER QUARDI SERIE SL

HHBOX1_BX005    |SL18645           |ARMADIO ELETTRICO L=1000 H=1800 P=400   |SAREL       |RAL7032 PORTA SINGOLA

HHBOX1_BX006    |SL69304           |ZOCCOLO PER ARMADIO L=1000 H=200 P=400  |SAREL       |PER QUARDI SERIE SL

HHBOX1_BX007    |SL18268           |TETTO DI PROTEZIONE QUADRO L=1000 P=400 |SAREL       |PER QUARDI SERIE SL

HHBOX1_BX008    |SL18644           |ARMADIO ELETTRICO L=800 H=1800 P=400    |SAREL       |RAL7032 DOPPIA PORTA

HHBOX1_BX009    |SL69284           |ZOCCOLO PER ARMADIO L=800 H=200 P=400   |SAREL       |PER QUARDI SERIE SL

HHBOX1_BX020    |QLP816            |ARMADIO ELETTRICO L=800 H=1600 P=400    |ILINOX      |

HHBOX1_BX021    |ZA08204           |ZOCCOLO PER ARMADIO L=800 H=200 P=400   |ILINOX      |

HHBOX1_BX022    |MZD               |KIT DI MONTAGGIO PER ZOCCOLO            |ILINOX      |

HHBOX1_BX023    |MC1085.200F       |ARMADIO L=1000 H=2000 P=500             |ILINOX      |COMPLETO DI ACCESSORI - VERSIONE PER BLOCCO SEZIONATORE

HHBOX1_BX024    |ME1125-U184-A     |MANIGLIA INCAS. LUCCHETTABILE S/INSERTO |ILINOX      |

HHBOX1_BX025    |MC0885            |MODULARE L=800 H=1800 P=500             |ILINOX      |

HHBOX1_BX026    |MK20              |KIT UNIONE ARMADI MC H=2000             |ILINOX      |

HHBOX1_BX027    |ZC10205           |ZOCCOLO L=1000 H=200 P=500              |ILINOX      |

HHBOX1_BX028    |ZC08205           |ZOCCOLO L=800 H=200 P=500               |ILINOX      |

HHBOX1_BX029    |PA0917            |PIASTRA INT. 900X1700 PER ARM. 1000X1800|ILINOX      |

HHBOX1_BX030    |PA0717            |PIASTRA INT. 700X1700 PER ARM. 800X1800 |ILINOX      |

HHBOX1_BX031    |MC85              |COPPIA FIANCATE MODULARE H=1800 P=500   |ILINOX      |

HHBOX1_BX032    |ST285             |LAMIERA DI SEPARAZ. IP20 MC H=1800 P=500|ILINOX      |

HHBOX1_BX033    |MKP.IS            |KIT INTERBLOCCO SEZIONATORE C/MONTAGGIO |ILINOX      |

HHBOX1_BX034    |MKP.PR            |KIT INTERBLOCCO PRIMARIO C/MONTAGGIO    |ILINOX      |

HHBOX1_BX035    |PRP258            |TRAVERSINO PER PORTA L=800              |ILINOX      |

HHBOX1_BX036    |PRF255            |COPPIA TRAV.PROF. FISS.FRONT X P=500    |ILINOX      |

HHBOX1_BX037    |GZ04              |CONF. N.4 GOLFARI DI SOLL. ZINCATI M12  |ILINOX      |

HHBOX1_BX038    |TP.MC1005-FE      |TETTUCCIO INCLINATO 30G. L=1000 P=500   |ILINOX      |

HHBOX1_BX039    |MKP.SE            |KIT INTERBLOCCO SECONDARIO C/MONTAGGIO  |ILINOX      |

HHBOX1_BX040    |5884.600          |ARMADIO ELETTRICO L=800 H=1800 P=400    |RITTAL      |

HHBOX1_BX041    |8602.800          |ZOCCOLO PER ARMADIO L=800 H=200 P=400   |RITTAL      |

HHBOX1_BX042    |8602.040          |FLANGE LATERALI PER ZOCCOLO H=200 P=400 |RITTAL      |

HHBOX1_BX043    |TP 6740.500       |CONSOLLE L=1000 H=960 P=400             |RITTAL      |

HHBOX1_BX044    |TS 8601.000       |ZOCCOLO PER ARMADIO L=1000 H=200 P=400  |RITTAL      |

HHBOX1_BX045    |8601.040          |FLANGE LATERALI PER ZOCCOLO H=100 P=400 |RITTAL      |

HHBOX1_BX046    |5001.216          |LAMIERA DI FONDO L=420 P=100            |RITTAL      |

HHBOX1_BX047    |5001.220          |LAMIERA DI FONDO L=420 P=150            |RITTAL      |

HHBOX1_BX060    |013311040         |ARMADIO COMPONIB.INOX AZ. 80 180 40     |IRINOX      |CON LATERALE

HHBOX1_BX061    |0133750040        |ZOCCOLO AZ. H=100MM 80 40 X ARMADIO AZ. |IRINOX      |CODICI 0133750040+0133751050

HHBOX1_BX062    |013700175         |ZOCCOLO PASSACAVI INOX ZT824 H=200      |IRINOX      |PER CONSOLE QMA

HHBOX1_BX063    |AZ 100 180 40     |ARMADIO ELETTRICO L=1000 H=1800 P=400   |IRINOX      |CODICE ORDINE 013310040

HHBOX1_BX064    |ZT 1024           |ZOCCOLO PER ARMADIO L=1000 H=200 P=400  |IRINOX      |CODICE ORDINE 013700180

HHBOX1_BX065    |AZ 60 180 40      |ARMADIO ELETTRICO L=600 H=1800 P=400    |IRINOX      |CODICE ORDINE 013310010

HHBOX1_BX066    |ZT 624            |ZOCCOLO PER ARMADIO L=600 H=200 P=400   |IRINOX      |CODICE ORDINE 013700160

HHBOX1_BX067    |013707440         |KIT PIEDI REGOLABILI PER ARMADIO        |IRINOX      |CON STELO INOX M20 E BASE NYLON PER ARMADI EKO,AS,AZ,QM

HHBOX1_BX068    |0133710020        |AZ COPPIA PARETE LATERALE 180 40	       |IRINOX      |

HHBOX1_BX069    |ZT 614            |ZOCCOLO PER ARMADIO L=600 H=100 P=400   |IRINOX      |CODICE ORDINE 013700020

HHBOX1_BX070    |013410020         |CONSOLE INOX QMA 804                    |IRINOX      |

HHBOX1_BX071    |BOX 3524E         |CONF. PZ.10 CHIUS.IMP. CHIAVE 3524E     |IRINOX      |

HHBOX1_BX072    |QMA 1004          |CONSOLLE L=1000 H=910 P=400             |IRINOX      |CODICE ORDINE 013410040

HHBOX1_BX073    |ZT 1014           |ZOCCOLO PER ARMADIO L=1000 H=100 P=400  |IRINOX      |CODICE ORDINE 013700040

HHBOX1_BX074    |FASTNER 3524E     |CHIUSURA RAPIDA FASTNER CON MOSTRINA    |IRINOX      |CHIAVE 3524E CONFEZIONE 5PZ

HHBOX1_BX075    |013740540         |TETTO DI PROTEZIONE QUADRO L=800 P=400  |IRINOX      |PER QUARDI SERIE AS-AZ

HHBOX1_BX076    |NSYSM18840P       |ARMADIO VERNICIATO L=800 H=1800 P=400   |SAREL       |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX077    |NSYSPF8100        |KIT FRONTE RETRO+ANGOLARI L=800 H=100   |SAREL       |PER ZOCCOLO QUARDI SERIE SPACIAL SM

HHBOX1_BX078    |NSYSPS4100        |KIT 2 LATERALI H=100 P=400              |SAREL       |PER ZOCCOLO QUARDI SERIE SPACIAL SM

HHBOX1_BX079    |                  |CHIUSURA CON CHIAVE TRIANGOLARE 8MM     |IRINOX      |CON MOSTRINA PER CONSOLLE SERIE QMA

HHBOX1_BX080    |EKO 1706639       |CASSETTA INOX L=1700 H=660 P=390        |IRINOX      |NEMA 4X CERTIFICATO UL-DISEGNO 97605703015 

HHBOX1_BX081    |97605703016       |CASSA EKO1506639+PIST S/LAT.FOR UL      |IRINOX      |SENZA LATERALE

HHBOX1_BX082    |97605703017       |CASSA EKO1256639+PIST SZ/LAT UL         |IRINOX      |SENZA LATERALE

HHBOX1_BX083    |97605708010       |LATERALE PER EKO 6639 CIECA UL          |IRINOX      |

HHBOX1_BX084    |013710541         |BRACCIO GIREVOLE INOX L=890 H=710 P=645 |IRINOX      |
ANNULLATO - SOSTITUITO DA HHBOX1_BX189
HHBOX1_BX085    |013710075         |SUPPORTO ARROTONDATO INOX               |IRINOX      |MOD.SBV-207 A PARETE PER BRACCIO, CON FORATURA -- ANNULLATO SOSTITUITO DA HHBOX1_BX202

HHBOX1_BX086    |013311050         |ARMADIO COMPONIB.INOX AZ.100 180 40     |IRINOX      |CON LATERALE E ZOCCOLO DA 200MM

HHBOX1_BX089    |NSYSPS4200        |ACCESSORIO PER ZOCCOLO P=400            |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX090    |NSYSPS3200        |ACCESSORIO PER ZOCCOLO P=300            |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX091    |NSYSM1812402DP    |ARMADIO ELETTRICO L=1200 H=1800 P=400   |SCHNEIDER   |RAL7035 DOPPIA PORTA

HHBOX1_BX092    |NSYSPF12200       |ZOCCOLO PER ARMADIO L=1200 H=200 P=400  |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX093    |NSYSM16830P       |ARMADIO ELETTRICO L=800 H=1600 P=300    |SCHNEIDER   |RAL7035 PORTA SINGOLA

HHBOX1_BX094    |NSYSPF8200        |ZOCCOLO PER ARMADIO L=800 H=200 P=300   |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX095    |NSYSM181040P      |ARMADIO ELETTRICO L=1000 H=1800 P=400   |SCHNEIDER   |RAL7035 PORTA SINGOLA

HHBOX1_BX096    |NSYSPF10200       |ZOCCOLO PER ARMADIO L=1000 H=200 P=400  |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX097    |NSYSC1040         |TETTO DI PROTEZIONE QUADRO L=1000 P=400 |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX098    |NSYSM18840P       |ARMADIO ELETTRICO L=800 H=1800 P=400    |SCHNEIDER   |RAL7035 PORTA SINGOLA

HHBOX1_BX099    |NSYSPF8200        |ZOCCOLO PER ARMADIO L=800 H=200 P=400   |SCHNEIDER   |PER QUARDI SERIE SPACIAL SM

HHBOX1_BX100    |                  |PIASTRA PER QUADRO ELETTRICO 770X760    |MARMO       |IN LAMIERA ZINCATA COME DA DISEGNO

HHBOX1_BX101    |SA2000            |PIEDINO REGOLABILE H.125-165MM          |ILINOX      |

HHBOX1_BX102    |SPM12             |SUPPORTO PIEDE SA2000/2200 ZOCCOLO ZC   |ILINOX      |

HHBOX1_BX103    |PZ1005            |PANNELLO SOST.CAVI ZOCCOLO 1000X500     |ILINOX      |

HHBOX1_BX104    |PZ0805            |PANNELLO SOST.CAVI ZOCCOLO 800X500      |ILINOX      |

HHBOX1_BX105    |MC1205.200F       |ARMADIO TP MC1205 C/PARETE FISSA L = 200|ILINOX      |

HHBOX1_BX106    |MC0805            |MODULARE L=800 H=2000 P=500             |ILINOX      |

HHBOX1_BX107    |MK05              |KIT UNIONE ARMADI MODULARI MC P = 500   |ILINOX      |

HHBOX1_BX108    |ZC12205           |ZOCCOLO L=1200 H=200 P=500              |ILINOX      |

HHBOX1_BX109    |PA1119            |PIASTRA INT. 1100X1900 ARM. 1200X2000   |ILINOX      |

HHBOX1_BX110    |PA0719            |PIASTRA INT. 0700X1900 ARM. 0800X2000   |ILINOX      |

HHBOX1_BX111    |MC05              |COPPIA FIANCATE MODULARE H=2000 P=500   |ILINOX      |

HHBOX1_BX112    |MZS               |KIT MONTAGGIO ZOCCOLO                   |ILINOX      |L=300-400-600-800-1000 

HHBOX1_BX113    |PA0119            |PIASTRA INTERM. H=1900 COMPLETA         |ILINOX      |

HHBOX1_BX114    |GSP12             |GUIDE SCORRIMENTO P.I. 1200 MC+CX COPPIA|ILINOX      |

HHBOX1_BX115    |GSP08             |GUIDE SCORRIMENTO P.I. 800 MC+CX COPPIA |ILINOX      |

HHBOX1_BX116    |PRP250            |TRAVERSINO PER PORTA L=1000             |ILINOX      |

HHBOX1_BX117    |MKC               |MONTAGGIO CONDIZIONATORI                |ILINOX      |

HHBOX1_BX118    |                  |PIASTRA PER QUADRO ELETTRICO            |MARMO       |COME DA DISEGNO I0012775253005

HHBOX1_BX119    |QLP68             |ARMADIO ELETTRICO L=600 H=800 P=400     |ILINOX      |

HHBOX1_BX120    |013311130         |ARMADIO COMPONIB.INOX AZ.100 180 50     |IRINOX      |

HHBOX1_BX121    |NSYSD10           |CONSOLLE L=1000 H=1000 P=466 NO PIAST.F.|SCHNEIDER   |PER QUARDI SERIE SPACIAL SD SENZA PIASTRA DI FONDO

HHBOX1_BX122    |NSYSPF10100       |ACCESSORIO PER ZOCCOLO P=400            |SCHNEIDER   |PER QUARDI SERIE SPACIAL SD

HHBOX1_BX123    |NSYPMP85100       |PIASTRA DI FONDO QUADRI SERIE SPACIAL SD|SCHNEIDER   |

HHBOX1_BX124    |NSYSPS4100SD      |KIT 2 LATERALI H=100 P=400              |SCHNEIDER   |PER QUARDI SERIE SPACIAL SD

HHBOX1_BX125    |97605703018       |CASSA EKO1006639+PIST FOR +P/LAT UL     |IRINOX      |CON LATERALE CON 6 VITI

HHBOX1_BX126    |H0622S001         |NOTTOLINO CROMATO PER PORTELLA          |MARMO       |

HHBOX1_BX127    |H0733S018000      |NOTTOLINO IN PLASTICA PER PORTELLA      |MARMO       |

HHBOX1_BX128    |MX1205.200F       |ARMADIO TP MX1205 C/PARETE FISSA L = 200|ILINOX      |

HHBOX1_BX129    |MX0805            |MODULARE MX L=800 H=2000 P=500          |ILINOX      |

HHBOX1_BX130    |MKMX              |KIT UNIONE ARMADI MODULARI MX           |ILINOX      |

HHBOX1_BX131    |ZX12205           |ZOCCOLO L=1200 H=200 P=500              |ILINOX      |

HHBOX1_BX132    |ZX08205           |ZOCCOLO L=800 H=200 P=500               |ILINOX      |

HHBOX1_BX133    |MX05              |COPPIA FIANCATE MODULARE H=2000 P=500   |ILINOX      |

HHBOX1_BX134    |PPCU1205          |PIASTRA PASSAC. UNICA L=1203 P=500      |ILINOX      |

HHBOX1_BX135    |PPCU0805          |PIASTRA PASSAC. UNICA L=800 P=500       |ILINOX      |

HHBOX1_BX136    |ST205MX           |LAMIERA DI SEPARAZ. IP20 MX H=2000 P=500|ILINOX      |

HHBOX1_BX137    |GZ04MX            |CONF. N.4 GOLFARI DI SOLL. ZINCATI M14  |ILINOX      |

HHBOX1_BX138    |0207241100000     |CASSETTA INOX PER QUADRO L=1500 H=660   |MARMO INOX  |OFFERTA 10/OF

HHBOX1_BX139    |0207241200000     |TETTO DI PROTEZIONE L=450 P=220         |MARMO INOX  |

HHBOX1_BX140    |0207241300000     |TETTO DI PROTEZIONE L=965 P=355         |MARMO INOX  |

HHBOX1_BX141    |0207241400000     |TETTO DI PROTEZIONE L=180 P=300         |MARMO INOX  |

HHBOX1_BX142    |0207241700000     |TETTO DI PROTEZIONE L=1215 P=355        |MARMO INOX  |

HHBOX1_BX143    |97605705008       |ARMADIO AZ.12018040 Z200STD CIECO       |IRINOX      |CON LATERALE E ZOCCOLO DA 200MM

HHBOX1_BX144    |                  |PIASTRA PER QUADRO ELETTRICO 740X740    |MARMO       |IN LAMIERA ZINCATA COME DA DISEGNO

HHBOX1_BX145    |97605703022       |CASSA EKO1109039+PIST LAT.AVV UL        |IRINOX      |CON LATERALE CON 6 VITI

HHBOX1_BX146    |5854.500          |ARMADIO ELETTRICO L=1000 H=1800 P=400   |RITTAL      |

HHBOX1_BX147    |8099.008          |TETTO DI PROTEZIONE QUADRO L=1000 P=400 |RITTAL      |INCLINATO 30 GRADI

HHBOX1_BX148    |4612.000          |KIT PIEDI REGOLABILI PER ARMADIO        |RITTAL      |

HHBOX1_BX149    |8702.040          |FLANGE LATERALI PER ZOCCOLO             |RITTAL      |

HHBOX1_BX150    |8702.000          |ZOCCOLO ANT/POST ARMADIO L=1000 H=200   |RITTAL      |

HHBOX1_BX151    |8800.220          |ADATTATORE ZOCCOLO 4PZ                  |RITTAL      |

HHBOX1_BX152    |MARM000200102     |PERNO CERNIERA ECO                      |MARMO INOX  |

HHBOX1_BX153    |                  |CHIUSURA H=28MM PORTELLA EKO STANDARD   |IRINOX      |CODICI ORDINE 013706501 E 013706586

HHBOX1_BX154    |97605703020       |CASSA EKO1256639+PIST P/LAT UL          |IRINOX      |CON LATERALE CON 6 VITI

HHBOX1_BX155    |97605703019       |CASSA EKO1506639+PIST P/LAT UL          |IRINOX      |CON LATERALE CON 6 VITI

HHBOX1_BX156    |97605703021       |CASSA EKO1706639+PIST P/LAT UL          |IRINOX      |CON LATERALE CON 6 VITI

HHBOX1_BX157    |97605708011       |LATERALE PER EKO CIECA UL 6 FORI        |IRINOX      |

HHBOX1_BX158    |97605705002       |ARMADIO AZ.8018040 SZ STD CIECO         |IRINOX      |SENZA ZOCCOLO

HHBOX1_BX159    |97605705004       |ARMADIO AZ.8018040 Z200STD CIECO        |IRINOX      |CON ZOCCOLO H=200MM

HHBOX1_BX160    |97605705005       |ARMADIO AZ.10018040 SZ STD CIECO        |IRINOX      |SENZA ZOCCOLO

HHBOX1_BX161    |97605705007       |ARMADIO AZ.10018040 Z200STD CIECO       |IRINOX      |CON ZOCCOLO H=200MM

HHBOX1_BX162    |A724925FGFS3PT    |ARMADIO DOPPIA PORTA FIBERGLASS         |HOFFMAN     |1829X1245X622 UL, NEMA 4X

HHBOX1_BX163    |0133730580        |TETTO DI PROTEZIONE QUADRO L=800 P=400  |IRINOX      |PER QUADRI SERIE AZ, 30 GRADI, ANTI POLVERE

HHBOX1_BX164    |0133750340        |ZOCCOLO PER ARMADIO L=800 H=200 P=400   |IRINOX      |PER HHBOX0_BX060, COD. 0133750340 + 0133751060

HHBOX1_BX165    |97605705009       |ARMADIO AZ.16018040 2AS/M Z200STD CIECO |IRINOX      |CON ZOCCOLO H=200MM, DUE ANTE CIECHE

HHBOX1_BX166    |97605708012       |TETTO DI PROTEZIONE QUADRO L=1600 P=400 |IRINOX      |PER QUADRI SERIE AZ, 30 GRADI, ANTI POLVERE

HHBOX1_BX167    |013115710         |CASSA INOX EKOH 506021 TETTO INCLINATO  |IRINOX      |L=500 H1=600 H2=754 P=210, HYGIENIC DESIGN

HHBOX1_BX168    |CX84A             |COPPIA FIANCATE MODULARE H=1800 P=400   |ILINOX      |

HHBOX1_BX169    |CX0884A.200F      |ARMADIO TP CX0884A C/PARETE FISSA L=200 |ILINOX      |

HHBOX1_BX170    |ZC08204           |ZOCCOLO L=800 H=200 P=400               |ILINOX      |

HHBOX1_BX171    |PPCU0804          |PIASTRA PASSAC. UNICA L=800 P=400       |ILINOX      |

HHBOX1_BX172    |AZ4018040Z200STD  |ARMADIO AZ.4018040 Z200STD CIECO        |IRINOX      |CON ZOCCOLO H=200MM E FIANCHI ASPORTABILI

HHBOX1_BX173    |AZ6018040Z200STD  |ARMADIO AZ.6018040 Z200STD CIECO        |IRINOX      |CON ZOCCOLO H=200MM E FIANCHI ASPORTABILI

HHBOX1_BX174    |8457.600          |ARMADIO ELETTRICO L=600 H=1800 P=500    |RITTAL      |

HHBOX1_BX175    |8453.600          |ARMADIO ELETTRICO L=1200 H=1800 P=500   |RITTAL      |

HHBOX1_BX176    |8700.850          |COPPIA FIANCATE MODULARE H=1800 P=500   |RITTAL      |

HHBOX1_BX177    |8702.050          |FLANGE LATERALI PER ZOCCOLO             |RITTAL      |

HHBOX1_BX178    |8702.200          |ZOCCOLO ANT/POST ARMADIO L=1200 H=200   |RITTAL      |

HHBOX1_BX179    |8702.600          |ZOCCOLO ANT/POST ARMADIO L=600 H=200    |RITTAL      |

HHBOX1_BX180    |8609.850          |PIASTRA SEPARAZIONE INTERNA             |RITTAL      |

HHBOX1_BX181    |8800.500          |KIT UNIONE ARMADI MODULARI TS           |RITTAL      |

HHBOX1_BX182    |4568.500          |KIT GOLFARI                             |RITTAL      |

HHBOX1_BX183    |4116.000          |TASCA PORTASCHEMI                       |RITTAL      |

HHBOX1_BX184    |4912.000          |ACCESSORIO PER ANTA SEZIONATORE         |RITTAL      |PER INTERBLOCCO PORTE ARMADI TS

HHBOX1_BX185    |4911.100          |ACCESSORIO PER ANTE SECONDARIE          |RITTAL      |PER INTERBLOCCO PORTE ARMADI TS

HHBOX1_BX186    |4920.000          |ASTA DI RINVIO                          |RITTAL      |PER INTERBLOCCO PORTE ARMADI TS

HHBOX1_BX187    |999EKOP           |CASSA EKO PENS. 404018 E PIASTRA INTERNA|IRINOX      |CON PIASTRA INTERNA POSIZIONATA SULL'ANTA

HHBOX1_BX188    |97544105016       |ARMADIO AZ.10018040 Z200STD 2ASM-UL     |IRINOX      |CON ZOCCOLO H=200MM E DUE ANTE CIECHE (800+200) PER SEZIONATORE FLANGE-MOUNTED

HHBOX1_BX189    |013710573         |BRACCIO GIREVOLE INOX L=890 H=710 P=655 |IRINOX      |MOVIMENTO LIBERO NON VINCOLATO DA PULSANTE

HHBOX1_BX190    |A384XD1018SSFTCLP |ARMADIO SEQUESTR INOX                   |HOFFMAN     |2137X1022X460 UL, NEMA 4X, BULLETIN A28SX

HHBOX1_BX191    |A84PM40           |PIASTRA INT. 1829X857                   |HOFFMAN     |PER HHBOX1_BX190
